,Mineral Name,RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,RRUFF IDs,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Space Groups,Oldest Known Age (Ma),Valence Elements,Paragenetic Modes
4583,Rouseite,Pb2+2Mn2+(As3+O3)2·2H2O,Pb2Mn2+(AsO3)2·2H2O,Pb Mn As O H,IMA1984-071,nan,Sweden,1984,Approved, , ,"Dunn P J, Peacor D R, Sturman B D, Wicks F J (1986) Rouseite, a new lead manganese arsenite from Långban, Sweden, American Mineralogist 71, 1034-1036",triclinic,nan,1898.0,Pb^2+ Mn^2+ As^3+ O H,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4584,Routhierite,Tl1+Cu1+Hg2+2As3+2S2-6,TlCuHg2As2S6,Tl Cu Hg As S,IMA1973-030,nan,France,1973,Approved,Routhierite, ,"Johan Z, Mantienne J, Picot P (1974) La routhiérite, TlHgAsS_3_, et la laffittite, AgHgAsS_3_, deux nouvelles espèces minérales, Bulletin de la Société Française de Minéralogie et de Cristallographie 97, 48-53",tetragonal,I-42m,2638.0,Tl^1+ Cu^1+ Hg^2+ As^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4585,Rouvilleite,Na3Ca2(CO3)3F,Na3Ca2(CO3)3F,Na Ca C O F,"IMA1989-050, IMA2022 s.p.",nan,Canada,1989,"Approved,Redefined", , ,"McDonald A M, Chao G Y, Ramik R A (1991) Rouvilleite, a new sodium calcium fluorocarbonate mineral from Mont Saint-Hilaire, Quebec, The Canadian Mineralogist 29, 107-111

Chemical formula changed from Na_3_CaMn^2+^(CO_3_)_3_F to Na_3_Ca_2_(CO_3_)_3_F:
Miyawaki R, Hatert F, Pasero M, Mills S J (2022) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) - Newsletter 65. European Journal of Mineralogy 34, 143-148",monoclinic,Cc,363.0,Na Ca C O F,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
4586,Rouxelite,"Cu1+2Hg2+Pb2+22Sb3+28S2-64(O,S2-)2","Cu2HgPb22Sb28S64(O,S)2",Cu Hg Pb Sb S O,IMA2002-062,nan,Italy,2002,Approved, , ,"Orlandi P, Meerschaut A, Moelo Y, Palvadeau P, Leone P (2005) Lead-antimony sulfosalts from Tuscany (Italy). VIII. Rouxelite, Cu_2_HgPb_22_Sb_28_S_64_(O,S)_2_, a new sulfosalt from Buca della Vena mine, Apuan Alps: definition and crystal structure, The Canadian Mineralogist 43, 919-933",monoclinic,C2/m,260.0,Cu^1+ Hg^2+ Pb^2+ Sb^3+ S^2- O,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4587,Roweite,Ca2Mn2+2B4O7(OH)6,Ca2Mn2+2B4O7(OH)6,Ca Mn B O H,nan,R130073,USA,1937,"Approved,Grandfathered", , ,"Berman H, Gonyer F A (1937) Roweite, a new mineral from Franklin, New Jersey, American Mineralogist 22, 301-303",orthorhombic,Pbam,1349.0,Ca Mn^2+ B O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
4588,Rowlandite-(Y),Fe2+Y4(Si2O7)2F2,Fe2+Y4(Si2O7)2F2,Fe Y Si O F,IMA1987 s.p.,nan,USA,1891,"Approved,Renamed",Rowlandite, ,"Hidden W E (1891) Preliminary notice of a new yttrium-silicate, The American Journal of Science 142, 430-431

Name changed from rowlandite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042",nan,nan,1788.0,Fe^2+ Y Si O F,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
4589,Rowleyite,"[Na(N3-H4,K)9Cl4][(V5+,V4+)2(P,As5+)O8]6·<i>n</i>[H2O,Na,N3-H4,K,Cl]","[Na(NH4,K)9Cl4][V5+,4+2(P,As)O8]6·n[H2O,Na,NH4,K,Cl]",Na N H K Cl V P As O,IMA2016-037,nan,USA,2016,Approved,Not in a structural group, ,"Kampf A R, Cooper M A, Nash B P, Cerling T E, Marty J, Hummer D R, Celestian A J, Rose T P, Trebisky T J (2017) Rowleyite, [Na(NH_4_,K)_9_Cl_4_][V_2_^5+,4+^(P,As)O_8_]_6_·n[H_2_O,Na,NH_4_,K,Cl], a new mineral with a microporous framework structure. American Mineralogist 102, 1037-1044",cubic,Fd-3m,3.3,Na N^3- H K Cl V^5+ V^4+ P As^5+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4590,Roxbyite,Cu1.78S,Cu9S5,Cu S,IMA1986-010,R070676,Australia,1986,Approved, , ,"Mumme W G, Sparrow G J, Walker G S (1988) Roxbyite, a new copper sulphide mineral from the Olympic Dam deposit, Roxby Downs, South Australia, Mineralogical Magazine 52, 323-330",triclinic|monoclinic,P2/m|P-1,1600.0,Cu S,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits"
4591,Roymillerite,Pb2+24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5,Pb24Mg9(Si10O28)(CO3)10(BO3)(SiO4)(OH)13O5,Pb Mg Si O C B H,IMA2016-061,nan,Namibia,2016,Approved,Molybdophyllite, ,"Chukanov N V, Jonsson E, Aksenov S M, Britvin S N, Rastsvetaeva R K, Belakovskiy D I, Van K V (2017) Roymillerite, Pb_24_Mg_9_(Si_9_AlO_28_)(SiO_4_)(BO_3_)(CO_3_)_10_(OH)_14_O_4_, a new mineral: mineralogical characterization and crystal chemistry. Physics and Chemistry of Minerals 44, 685-699",triclinic,P-1,601.0,Pb^2+ Mg Si O C B H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
4592,Rozenite,Fe2+S6+O4·4H2O,Fe2+(SO4)·4H2O,Fe S O H,"IMA1962-006, IMA1963 s.p.",nan,Poland,1960,"Approved,Redefined",Starkeyite,ilesite,"Kubisz J (1960) Rozenite - FeSO<sub>4</sub>·4H<sub>2</sub>O - a new mineral, Bulletin de L'Academie Polonaise des Sciences, Série des Sciences Géologiques et Géographiques 8, 107-113

Redefined:
Jambor J L, Traill R J (1963) On rozenite and siderotil, The Canadian Mineralogist 7, 751-763",monoclinic,P2_1/n,2724.0,Fe^2+ S^6+ O H,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
4593,Rozhdestvenskayaite-(Zn),Ag1+6(Ag1+4Zn2+2)Sb3+4S2-13,Ag6(Ag4Zn2)Sb4S13,Ag Zn Sb S,"IMA2016-094, IMA2019 s.p.",nan,Mexico,2017,"Approved,Redefined",Tetrahedrite, ,"Welch M D, Stanley C J, Spratt J, Mills S J (2018) Rozhdestvenskayaite Ag_10_Zn_2_Sb_4_S_13_ and argentotetrahedrite Ag_6_Cu_4_(Fe^2+^,Zn)_2_Sb_4_S_13_: two Ag-dominant members of the tetrahedrite group. European Journal of Mineralogy 30, 1163-1172

Name changed from rozhdestvenskayaite:
Biagioni C, George L L, Cook N J, Makovicky E, Moëlo Y, Pasero M, Sejkora J, Stanley C J, Welch M D, Bosi F (2020) The tetrahedrite group: Nomenclature and classification. American Mineralogist 105, 109-122",cubic,I-43m,48.0,Ag^1+ Zn^2+ Sb^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4594,Rruffite,Ca2Cu2+(As5+O4)2·2H2O,Ca2Cu(AsO4)2·2H2O,Ca Cu As O H,IMA2009-077,R070431 R141211,Chile,2009,Approved,Roselite, ,"Yang H, Jenkins R A, Downs R T, Evans S H, Tait K T (2011) Rruffite, Ca_2_Cu(AsO_4_)_2_·2H_2_O, a new member of the roselite group, from Tierra Amarilla, Chile, The Canadian Mineralogist 49, 877-884",monoclinic,P2_1/c,,Ca Cu^2+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4595,Ruarsite,Ru3+(AsS)3-,RuAsS,Ru As S,IMA1980 s.p.,nan,China,1979,Approved, ,arsenopyrite,"Yu T, Chou H (1979) Ruarsite, a new mineral, Chinese Science Bulletin 24, 310-316",monoclinic,nan,1850.0,Ru^3+ As S,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
4596,Rubicline,RbAlSi3O8,Rb(AlSi3O8),Rb Al Si O,IMA1996-058,R070044,Italy,1996,Approved,Feldspar,feldspar,"Teertstra D K, Cerný P, Hawthorne F C, Pier J, Wang L, Ewing R C (1998) Rubicline, a new feldspar from San Piero in Campo, Elba, Italy, American Mineralogist 83, 1335-1339 ",monoclinic,C2/m,2799.0,Rb Al Si O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
4597,Rubinite,Ca3Ti3+2Si3O12,Ca3Ti3+2Si3O12,Ca Ti Si O,IMA2016-110,nan,Italy (meteorite) / Mexico (meteorite),2017,"Approved,Pending publication",Garnet, ,"Ma, C., Yoshizaki, T., Nakamura, T. and Muto, J. (2017) Rubinite, IMA 2016-110. CNMNC Newsletter No. 36, April 2017, page 343; European Journal of Mineralogy, 29, 339–344",cubic,Ia3d,,Ca Ti^3+ Si O,"Abiotic, Primary; Stage 1: Primary nebular phases, PM3 - Solar nebular condensates"
4598,Rucklidgeite,Pb2+Bi3+2Te2-4,PbBi2Te4,Pb Bi Te,IMA1975-029,nan,Russia,1975,Approved,Tetradymite,tetradymite,"Zav´yalov E N, Begizov V D (1977) Rucklidgeite, (Bi,Pb)_3_Te_4_, a new mineral from the Zod and Kochkar gold ore deposits, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 106(1), 62-68",hexagonal,R-3m,2858.0,Pb^2+ Bi^3+ Te^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4599,Rudabányaite,(Ag2Hg2)(As5+O4)Cl,(Ag2Hg2)(AsO4)Cl,Ag Hg As O Cl,IMA2016-088,nan,Hungary,2017,Approved,Not in a structural group, ,"Effenberger H, Szakáll S, Fehér B, Váczi T, Zajzon N (2019) Rudabányaite, a new mineral with a [Ag_2_Hg_2_]^4+^ cluster cation from the Rudabánya ore deposit (Hungary). European Journal of Mineralogy 31, 537-547",cubic,F-43c,65.5,Ag Hg As^5+ O Cl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4600,Rudashevskyite,"(Fe2+,Zn2+)S2-","(Fe,Zn)S",Fe Zn S,IMA2005-017,nan,Azerbaijan (meteorite),2005,Approved,Sphalerite,sphalerite,"Britvin S N, Bogdanova A N, Boldyreva M M, Aksenova G Y (2008) Rudashevskyite, the Fe-dominant analogue of sphalerite, a new mineral: Description and crystal structure, American Mineralogist 93, 902-909",cubic,F-43m,,Fe^2+ Zn^2+ S^2-,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals"
4601,Rudenkoite,"Sr3Al3.5Si3.5O10(OH,O)8Cl2·H2O","Sr3Al3.5Si3.5O10(OH,O)8Cl2·H2O",Sr Al Si O H Cl,IMA2003-060,R070048,Russia,2003,Approved, , ,"Chukanov N B, Dubinchuk V T, Murashko M N, Zadov A E, Karpenko V Y (2004) Rudenkoite Sr_3_Al_3.5_Si_3.5_O_10_(OH_7.5_,O_0.5_)Cl_2_·H_2_O, a new mineral from phlogopite deposits of Southern Yakutia, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 133(3), 37-41",monoclinic,nan,,Sr Al Si O H Cl,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism"
4602,Rüdlingerite,Mn2+2V5+As5+O7·2H2O,Mn2+2V5+As5+O7·2H2O,Mn V As O H,IMA2017-054a,R220038,Switzerland / Italy,2017,Approved,Fianelite, ,"Roth P, Meisser N, Nestola F, Škoda R, Cámara F, Bosi F, Ciriotti M E, Hålenius U, Schnyder C, Bracco R (2020) Rüdlingerite, Mn^2+^_2_V^5+^As^5+^O_7_·2H_2_O, a new species isostructural with fianelite. Minerals 10, 960",monoclinic,P2_1/n,,Mn^2+ V^5+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4603,Rudolfhermannite,Fe3+2(Te4+O3)3·H2O,Fe3+2(Te4+O3)3·H2O,Fe Te O H,IMA2021-099,nan,Russia,2022,"Approved,Pending publication", , ,"Pekov, I. V., Britvin, S. N., Pletnev, P. A., Yapaskurt, V. O., Belakovskiy, D. I., Chukanov, N. V., Vigasina, M. F., and Ponomarev, A. P.: Rudolfhermannite, IMA2021-099, in: CNMNC Newsletter 66, Eur. J. Mineral., 34, https://doi.org/10.5194/ejm-34-253-2022, 2022",hexagonal,P6_3/m,,Fe^3+ Te^4+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4604,Ruifrancoite,Ca2[box]2Fe3+4Be4(PO4)6(OH)6·4H2O,"Ca2([box],Mn)2(Fe3+,Mn,Mg)4Be4(PO4)6(OH)6·4H2O",Ca Mn Fe Mg Be P O H,IMA2005-061a,R070049,Brazil,2005,Approved,Roscherite,roscherite,"Atencio D, Chukanov N V, Coutinho J M V, Menezes L A D, Dubinchuk V T, Möckel S (2007) Ruifrancoite, a new Fe^3+^-dominant monoclinic member of the roscherite group from Galiléia, Minas Gerais, Brazil, The Canadian Mineralogist 45, 1263-1273",monoclinic,C2/c,582.0,Ca Fe^3+ Be P O H,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
4605,Ruitenbergite,Ca9B26O34(OH)24Cl4·13H2O,Ca9B26O34(OH)24Cl4·13H2O,Ca B O H Cl,IMA1992-011,R110152,Canada,1992,Approved, , ,"Roberts A C, Stirling J A R, Grice J D, Burns P C, Roulston B V, Curtis J D, Jambor J L (1993) Pringleite and ruitenbergite, polymorphs of Ca_9_B_26_O_34_(OH)_24_Cl_4_·13H_2_O, two new mineral species from Sussex, New Brunswick, The Canadian Mineralogist 31, 795-800",monoclinic,P2_1,359.0,Ca B O H Cl,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic)"
4606,Ruizhongite,(Ag1+2[box])Pb2+3Ge2S8,(Ag2[box])Pb3Ge2S8,Ag Pb Ge S,IMA2022-066,nan,China,2022,"Approved,Pending publication",Not in a structural group, ,"Meng, Y., and Gu, X.: Ruizhongite, IMA2022-066, in: CNMNC Newsletter 70, Eur. J. Mineral., 34, https://doi.org/10.5194/ejm-34-591-2022, 2022",nan,nan,,Ag^1+ Pb^2+ Ge S,nan
4607,Ruizite,Ca2Mn3+2Si4O11(OH)4·2H2O,Ca2Mn3+2Si4O11(OH)4·2H2O,Ca Mn Si O H,IMA1977-007,R060930 R130787 R140132,USA,1977,Approved,Ruizite, ,"Williams S A, Duggan M (1977) Ruizite, a new silicate mineral from Christmas, Arizona, Mineralogical Magazine 41, 429-432

Chemical formula revised from CaMn(SiO_3_)_2_(OH)·2H_2_O:
Hawthorne F C (1984) The crystal structure of ruizite, a sorosilicate with an [Si_4_O_13_] cluster. Tschermaks Mineralogische und Petrographische Mitteilungen 33, 135-146",monoclinic,"P2_1/c|A2, C2, C2/m",2400.0,Ca Mn^3+ Si O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics"
4608,Rumoiite,AuSn2,AuSn2,Au Sn,IMA2018-161,nan,Japan,2019,Approved, , ,"Nishio-Hamane D, Saito K (2021) Au(Ag)–Sn–Sb–Pb minerals in association with placer gold from Rumoi province of Hokkaido, Japan: a description of two new minerals (rumoiite and shosanbetsuite). Journal of Mineralogical and Petrological Sciences 116, 263-271",orthorhombic,Pbca,,Au Sn,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
4609,Rumseyite,Pb2+2OFCl,[Pb2OF]Cl,Pb O F Cl,IMA2011-091,nan,United Kingdom,2011,Approved, , ,"Turner R W, Siidra O I, Krivovichev S V, Stanley C J, Spratt J (2012) Rumseyite, [Pb<sub>2</sub>OF]Cl, the first naturally occurring fluoroxychloride mineral with the parent crystal structure for layered lead oxychlorides, Mineralogical Magazine 76, 1247-1255",tetragonal,I4/mmm,260.0,Pb^2+ O F Cl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4610,Rusakovite,"(Fe3+,Al)5(V5+O4)2(OH)9·3H2O","(Fe,Al)5(VO4)2(OH)9·3H2O",Fe Al V O H,IMA1962 s.p.,nan,Kazakhstan,1960,Approved, , ,"Ankinovich E A (1960) A new vanadium mineral, rusakovite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 89, 440-447",nan,nan,,Fe^3+ Al V^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4611,Rusinovite,Ca10(Si2O7)3Cl2,Ca10(Si2O7)3Cl2,Ca Si O Cl,IMA2010-072,nan,Russia,2010,Approved,Not in a structural group, ,"Galuskin E V, Galuskina I O, Lazic B, Armbruster T, Zadov A E, Krzykawski T, Banasik K, Gazeev V M, Pertsev N N (2011) Rusinovite, Ca_10_(Si_2_O_7_)_3_Cl_2_: a new skarn mineral from the Upper Chegem caldera, Kabardino-Balkaria, Northern Caucasus, Russia, European Journal of Mineralogy 23, 837-844",orthorhombic,Cmcm,354.0,Ca Si O Cl,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4612,Russellite,Bi3+2W6+O6,Bi2WO6,Bi W O,nan,R060860,United Kingdom,1938,"Approved,Grandfathered", ,koechlinite,"Hey M H, Bannister F A, Russell A (1938) Russellite, a new British mineral, Mineralogical Magazine 25, 41-56",orthorhombic|tetragonal,I4_1/amd|Pca2_1,520.0,Bi^3+ W^6+ O,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4613,Russoite,(N3-H4)ClAs3+2O3(H2O)0.5,(NH4)ClAs2O3(H2O)0.5,N H Cl As O,IMA2015-105,nan,Italy,2015,Approved, , ,"Campostrini I, Demartin F, Scavini M (2019) Russoite, NH_4_ClAs_2_^3+^O_3_(H_2_O)_0.5_, a new phylloarsenite mineral from Solfatara Di Pozzuoli, Napoli, Italy. Mineralogical Magazine 83, 89-94",hexagonal,P622,,N^3- H Cl As^3+ O,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
4614,Rustenburgite,Pt3Sn,Pt3Sn,Pt Sn,IMA1974-040,nan,South Africa,1974,Approved,"Perovskite, Auricupride",zvyagintsevite,"Mihálik P, Hiemstra S A, De Villiers J P R (1975) Rustenburgite and atokite, two new platinum-group minerals from the Merensky Reef, Bushveld igneous complex, The Canadian Mineralogist 13, 146-150",cubic,Fm3m,2608.3,Pt Sn,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations"
4615,Rustumite,Ca10(Si2O7)2(SiO4)(OH)2Cl2,Ca10(Si2O7)2(SiO4)(OH)2Cl2,Ca Si O H Cl,IMA1964-004,nan,United Kingdom,1964,Approved, , ,"Agrell S O (1965) Polythermal metamorphism of limestones at Kilchoan, Ardnamurchan, Mineralogical Magazine 34, 1-15",monoclinic,C2/c,1890.0,Ca Si O H Cl,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
4616,Ruthenarsenite,"(Ru,Ni)As","(Ru,Ni)As",Ru Ni As,IMA1973-020,nan,Papua New Guinea,1973,Approved,Modderite,modderite,"Harris D C (1974) Ruthenarsenite and iridarsenite, two new minerals from the territory of Papua and New Guinea and associated irarsite, laurite and cubic iron-bearing platinum, The Canadian Mineralogist 12, 280-284",orthorhombic,Pnma,3074.0,Ru Ni As,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
4617,Rutheniridosmine,"(Ir,Os,Ru)","(Ir,Os,Ru)",Ir Os Ru,IMA1973 s.p.,nan,Japan,1973,"Approved,Redefined", ,osmium,"Harris D C, Cabri L J (1973) The nomenclature of the natural alloys of osmium, iridium and ruthenium based on new compositional data of alloys from world-wide occurrences. The Canadian Mineralogist 12, 104-112

Redefined:
Harris D C, Cabri L J (1991) Nomenclature of platinum-group-element alloys: review and revision, The Canadian Mineralogist 29, 231-237",nan,nan,2749.9,Ir Os Ru,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations"
4618,Ruthenium,Ru,Ru,Ru,IMA1974-013,nan,Japan,1974,Approved, ,osmium,"Urashima Y, Wakabayashi T, Masaki T, Terasaki Y (1974) Ruthenium, a new mineral from Horakanai, Hokkaido, Japan, Mineralogical Journal 7, 438-444",hexagonal,P6_3/mmc,3640.0,Ru,"Abiotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, PM37 - Layered igneous formations, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites"
4619,Rutherfordine,(U6+O2)CO3,(UO2)(CO3),U O C,IMA1962 s.p.,R090018 R090017 R100018 R110154,Tanzania,1906,Approved, , ,"Marckwald W (1906) Ueber Uranerze aus Deutsch-Ostafrika, Zentralblatt für Mineralogie, Geologie und Paläontologie 1906, 761-763",orthorhombic,Imm2,1977.38,U^6+ O C,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
4620,Rutile,Ti4+O2,TiO2,Ti O,nan,R040049 R050031 R050417 R060493 R060745 R110109 R120008,Spain,1800,"Approved,Grandfathered",Rutile,rutile,"Known previously, but named rutile by Werner:
Lampadius W A (1800) Noch ein Paar Bemertungen über den Uran- und Titangehalt einiger Fossilien. Der rothe schörl (Rutil, nach herrn Bergrath Werner), in Sammlung practisch-chemischer Abhandlungen und vermischter Bemerkungen, Volume 3, Walther (Dresden)",tetragonal,P4_2/mnm,4620.0,Ti^4+ O,"Abiotic, Biotic, Primary, Secondary; Stage 0: Pre-terrestrial Ur-minerals, PM1 - Stellar atmosphere condensates, Stage 1: Primary nebular phases, PM3 - Solar nebular condensates, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, PM8 - Mafic igneous rocks, Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM39 - High-P metamorphism, PM40 - Regional metamorphism, PM41 - Mantle metasomatism, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
